title,Case Report,Diagnosis,Epidemic Forecasting,Mechanism,Prevention,Transmission,Treatment
nutritional considerations frail older patients covid19,0,0,0,0,0,0,1
characteristics covid19 homeless shelters communitybased surveillance study,0,1,0,0,1,0,0
mirnas sarscov 2 spoke wheel pathogenesis,0,0,0,1,0,0,1
evidence based perspective mrnasarscov2 vaccine development,0,0,0,0,0,0,1
safe surgical tracheostomy covid19 pandemic protocol based experiences middle east respiratory syndrome covid19 outbreaks south korea,0,0,0,0,1,0,1
covid19 liver dysfunction systematic review metaanalysis retrospective studies,0,1,0,0,0,0,1
skin mucosal damage patients diagnosed covid19 case report,1,0,0,0,0,0,0
optimization method forecasting confirmed cases covid19 china,0,0,1,0,0,0,0
homebased exercises covid19 quarantine situation office workers commentary,0,0,0,0,1,0,0
comparative study international chinese public health emergency management perspective knowledge domains mapping,0,0,0,0,1,0,0
covid19 superspreaders definitional quandaries implications,0,0,0,0,1,0,0
hunting severe acute respiratory syndrome coronavirus 2 2019 novel coronavirus laboratory testing back basic research,0,1,0,0,0,0,0
nutritional management support covid19 emerging nutrivigilance,0,0,0,0,1,0,1
four cases coronavirus disease 2019 early stage pandemic south korea single public hospital experience,1,0,0,0,0,0,0
epitope based vaccine prediction sarscov2 deploying immunoinformatics approach,0,0,0,0,0,0,1
hydroxychloroquine dexamethasone covid19 lost,0,0,0,0,0,0,1
vertical transmission sarscov2 infection possible preterm triplet pregnancy case series,1,0,0,0,0,0,0
medicines treatment covid19 awaiting evidence,0,0,0,0,0,0,1
rapid quantification sarscov2neutralizing antibodies using propagationdefective vesicular stomatitis virus pseudotypes,0,1,0,0,0,0,1
abnormalities peripheral blood system patients covid19 wenzhou china,0,1,0,0,0,0,1
caring dialysis patients time covid19,0,0,0,0,1,0,0
effect covid19 ramadan fasting people diabetes east london 2020 east london diabetes ramadan survey,0,0,0,0,1,0,0
detection covid19 chest xray images using convolutional neural networks,0,1,0,0,0,0,0
sarscov2 covid19 postviral olfactory dysfunction pvod different pvod,0,0,0,1,0,0,0
,0,0,0,0,1,0,0
correlation covid19 morbidity mortality rates japan local population density temperature absolute humidity,0,0,0,0,1,0,0
quantifying could impact australian new zealand governments response covid19,0,0,0,0,1,0,0
spectrum cardiac involvement covid19,1,0,0,0,0,0,0
covid19 update epidemiological clinical preventive therapeutic evidence guidelines integrative chinesewestern medicine management 2019 novel coronavirus disease,0,0,0,0,0,0,1
systematic review viral transmission risk healthcare staff comparing laparoscopic open surgery,0,0,0,0,1,0,0
structurebased drug repurposing targeting nsp9 replicase spike proteins severe acute respiratory syndrome coronavirus 2,0,0,0,1,0,0,1
moonshot approach toward management cancer patients covid19 time learned could italian network cancer centers alliance cancer acc pandemic wave,0,0,0,0,1,0,0
study covid19 pandemic london uk urban context,0,0,0,0,1,0,0
identification key interactions sarscov2 main protease inhibitor drug candidates,0,0,0,1,0,0,1
rapid detection igm antibodies sarscov2 virus via colloidal gold nanoparticlebased lateralflow assay,0,1,0,0,0,0,0
emerging skintargeted drug delivery strategies engineer immunity focus infectious diseases,0,0,0,0,0,0,1
heatrelated deaths united states 20042018,0,0,0,0,1,0,0
achieving covid19 free country citizens preventive measures communication pathways,0,0,0,0,1,0,0
efficacy safety disinfectants decontamination n95 sn95 filtering facepiece respirators systematic review,0,0,0,0,1,0,0
novel coronavirus pneumonia outbreak 2019 computed tomographic findings two cases,1,0,0,0,0,0,0
systematic review prognostic utility ddimer disseminated intravascular coagulation anticoagulant therapy covid19 critically ill patients,0,1,0,0,0,0,1
current trends future prediction novel coronavirus disease covid19 epidemic china dynamical modeling analysis,0,0,1,0,1,0,0
covid19 emergence infectious diseases nanotechnology aspects challenges future perspectives,0,0,0,1,0,1,1
clinical characteristics outcomes first 63 adult patients hospitalized covid19 experience oman,0,1,0,0,0,0,1
clinical biochemical indexes 2019ncov infected patients linked viral loads lung injury,0,1,0,1,0,0,0
changes covid19 knowledge beliefs behaviors preparedness among highrisk adults onset acceleration phase us outbreak,0,0,0,0,1,0,0
structural analysis experimental drugs binding sarscov2 target tmprss2,0,0,0,1,0,0,1
urgent call address nutritional status women children nepal covid19 crises,0,0,0,0,1,0,0
coronavirus disease covid19 gastrointestinal system children,0,0,0,0,1,1,0
older age comorbidity independent mortality predictors large cohort 1305 covid19 patients michigan united states,0,1,0,0,0,0,1
identification immunodominant linear epitopes sarscov2 patient plasma,0,0,0,1,0,0,1
cumulative incidence diagnosis sarscov2 infection new york,0,1,0,0,1,0,0
association smoking status outcomes hospitalised patients covid19,0,1,0,0,0,0,1
nasal tent adjuvant performing endoscopic endonasal surgery covid era beyond,0,0,0,0,1,0,0
coronavirus disease 2019 coronaviruses kidney injury,0,1,0,1,0,1,1
telemental health child trauma treatment postcovid19 limitations considerations,0,0,0,0,1,0,0
covid19 hyperinflammation postcovid19 illness may rooted mast cell activation syndrome,0,0,0,1,0,0,1
respond coronavirus sarscov2 outbreak german perspective,0,0,0,0,1,0,0
covid19 pandemic personal protective equipment shortage protective efficacy comparing masks scientific methods respirator reuse,0,0,0,0,1,0,0
laboratory surveillance sarscov2 india performance testing descriptive epidemiology detected covid19 january 22 april 30 2020,0,0,0,0,1,0,0
targeted release covid19 correctional crisis using rnr model save lives,0,0,0,0,1,0,0
containment covid19 cases among healthcare workers role surveillance early detection outbreak management,0,0,0,0,1,0,0
association lung ultrasound images covid19 infection emergency room cohort,0,1,0,0,0,0,0
endoscopy covid19 pandemic overview infection control measures practical application,0,0,0,0,1,0,0
,0,0,0,0,1,0,0
diabetes mellitus risk factor coronavirus disease 19 covid19,0,1,0,0,0,0,1
impact covid19 shoulder elbow trauma italian survey,0,0,0,0,1,0,0
sarscov2related mortality rural latin american population,0,0,0,0,1,0,0
covid19 coronavirus sarscov2 small bowel,0,0,0,1,0,0,1
neglecting effect covid19 neglected tropical diseases ethiopian perspective,0,0,0,0,1,0,0
singlecell analysis sarscov2 receptor ace2 spike protein priming expression proteases human heart,0,0,0,1,0,0,1
assessing differential impacts covid19 black communities,0,0,0,0,1,0,0
,0,0,0,0,1,0,0
case report recurrent clinical symptoms covid19 healthcare professionals series cases brazil,1,0,0,0,0,0,0
aplastic anemia covid19 break vicious circuit,0,0,0,0,1,0,1
silico structurebased repositioning approved drugs spike glycoprotein s2 domain fusion peptide sarscov2 rationale molecular dynamics binding free energy calculations,0,0,0,1,0,0,1
viral epidemiologic clinical characteristics potential therapy options covid19 review,0,0,0,1,0,0,1
covid19 pandemic china context experience lessons,0,0,0,0,1,0,0
digital health physicians pharmacists office comparative study eprescription systems architecture digital security eight countries,0,0,0,0,1,0,0
use simulation develop covid19 resuscitation process pediatric emergency department,0,0,0,0,1,0,0
transmission onset distribution covid19,0,0,0,0,1,1,0
high incidence falsepositive results igg antibody sarscov2 rapid immunochromatographic antibody test due human common cold coronavirus infection,1,0,0,0,0,0,0
practical considerations pregnant women diabetes severe acute respiratory syndrome coronavirus 2 infection,0,0,0,0,1,0,1
adoption multisociety guidelines facilitates valuebased reduction screening surveillance colonoscopy volume covid19 pandemic,0,0,0,0,1,0,0
knowledge misconceptions risk perception behavior change pandemics scoping review 149 studies,0,0,0,0,1,0,0
excess mortality estimation covid19 pandemic preliminary data portugal,0,0,1,0,1,0,0
computational view toward inhibition sarscov2 spike glycoprotein 3cl protease,0,0,0,1,0,0,1
covid19 presenting lupus erythematosuslike syndrome,1,0,0,0,0,0,0
young patients cancer perceive covid19 coronavirus epidemic milan italy room fears,0,0,0,0,1,0,0
ohio response covid19 impact interventional pain management practices,0,0,0,0,1,0,0
effect combination antiviral therapy hematological profiles 151 adults hospitalized severe coronavirus disease 2019,0,1,0,0,0,0,1
surgical treatment acute periprosthetic knee infection concurrent presumed covid19 case report,1,0,0,0,0,0,0
telehealth musculoskeletal physiotherapy,0,0,0,0,1,0,0
functional fear predicts public health compliance covid19 pandemic,0,0,0,0,1,0,0
global challenges strength athlete pandemic impacts sportsspecific training considerations recommendations,0,0,0,0,1,0,0
clinical outcomes serologic response solid organ transplant recipients covid19 case series united states,1,0,0,0,0,0,0
positive sarscov2 rna recurs repeatedly case recovered covid19 dynamic results 108 days followup,1,0,0,0,0,0,0
medical student volunteering covid19 lessons future interprofessional practice,0,0,0,0,1,0,0
using machine learning estimate unobserved covid19 infections north america,0,0,1,0,0,0,0
feasibility asynchronous automated telemedicine otolaryngology prospective crosssectional study,0,1,0,0,0,0,0
towards effective management protocols transnational review stateoftheart coronavirus disease 2019 covid19 pakistan united arab emirates,0,0,0,0,1,0,0
covid19 diabetes enough evidence,0,1,0,1,0,0,1
novel coronavirus 2019 covid19 case report review treatments,1,0,0,0,0,0,0
,0,0,0,0,1,0,0
management ent consultation covid19 pandemic alert ent telephone consultations useful,0,0,0,0,1,0,0
sarscov2 outbreak caribbean islands dutch kingdom unique challenge,0,0,0,0,1,0,0
global coronavirus disease 2019 daily cumulative index taught us,0,0,0,0,1,0,0
efficacy chlorhexidine wipes colonization pseudomonas aeruginosa staphylococcus aureus ventilator nonventilator patients pediatric intensive care unit,0,0,0,0,1,0,1
azithromycin used treat covid19 rapid review,0,0,0,0,0,0,1
aerosol boxes barrier enclosures airway management covid19 patients scoping review narrative synthesis,0,0,0,0,1,0,0
bloodstream infections critically ill patients covid19,0,0,0,0,0,0,1
nutraceuticals immunestimulating therapy fight covid19 combination elements improve efficacy,0,0,0,0,0,0,1
sarscov2 infection healthcare personnel highrisk occupational exposure evaluation sevenday exclusion work policy,0,0,0,0,1,1,0
triaging advanced gi endoscopy procedures covid19 pandemic consensus recommendations using delphi method,0,0,0,0,1,0,0
smartphoneenabled telehealthbased family conferences palliative care covid19 pandemic pilot observational study,0,0,0,0,1,0,0
whats new old coronaviruses,0,1,0,1,0,1,0
covid19 gynecological cancer review published guidelines,0,0,0,0,1,0,0
top concerns tweeters covid19 pandemic infoveillance study,0,0,0,0,1,0,0
smell taste recovery coronavirus disease 2019 patients 60day objective prospective study,0,1,0,0,0,0,0
incidentally discovered covid19 lowsuspicion patientsa threat front line health care workers,0,1,0,0,0,0,0
sinonasal pathophysiology sarscov2 covid19 systematic review current evidence,0,1,0,0,0,1,0
estimated community seroprevalence sarscov2 antibodies two georgia counties april 28may 3 2020,0,0,0,0,1,0,0
intubation containment system improved protection aerosolized particles airway management,0,0,0,0,1,0,0
trenches inpatient management coronavirus disease 2019 pregnancy,0,1,0,0,1,0,1
virological immunological imaging approaches covid19 diagnosis research,0,1,0,0,0,0,1
outpatient management hospitalization patients proven suspected sarscov2 infection homecov rule,0,1,0,0,1,0,0
insights public health covid19 special column crisis noncommunicable diseases pacific coronavirus disease 2019 pandemic,0,0,0,0,1,0,0
emerging manufacturers engagements covid 19 vaccine research development supply,0,0,0,0,0,0,1
obesity potential risk factor contributing clinical manifestations covid19,0,1,0,0,0,0,1
elective surgeries new normal postcovid19 pandemic test test,0,0,0,0,1,0,0
epidemiological parameters covid19 case series study,0,0,0,0,1,1,0
tradeoff dilemma pharmacotherapy covid19 systematic review metaanalysis implications,0,0,0,0,0,0,1
covid19 deaths people intellectual disability uk ireland descriptive study,0,1,0,0,0,0,0
bentonite clay potential natural sanitizer preventing neurological disorders,0,0,0,0,1,0,0
unique presentation delirium patient otherwise asymptomatic covid19,1,0,0,0,0,0,0
surgical management digestive system cancers coronavirus disease 2019 pandemic review general suggestions,0,0,0,0,1,0,0
review pharmacological properties psoralen,0,0,0,1,0,0,1
amino acid variation analysis surface spike glycoprotein 614 sarscov2 strains,0,0,0,1,0,0,0
,0,1,0,0,1,0,1
understanding public perception coronavirus disease 2019 covid19 social distancing twitter,0,0,0,0,1,0,0
collecting evaluating convalescent plasma covid19 treatment,0,0,0,0,0,0,1
